Symbol,% GC
TBC1D3E,60.13
SPDYE5,49.05
OR1A2,45.27
TBC1D3C,60.14
SPDYE9,48.44
INHA,58.09
SPDYE11,48.5
KLHDC2,40.47
MMP17,61.93
SPDYE13,48.88
SPDYE15,48.49
SPDYE16,48.91
STK11IP,53.34
SPDYE17,48.38
UBE2G1,41.79
TMEM273,47.39
BAG6,52.35
SPDYE18,48.97
SPDYE1,49.01
LRCOL1,57.1
P2RX2,67.12
KCNAB3,53.85
CPSF7,44.18
TAF6,54.03
CPLX3,52.88
GOLGA6A,52.21
SORBS1,44.47
NAA38,44.28
LY6G5B,52.61
LY6G5C,52.94
TBC1D3,60.11
ULK3,59.88
CLIP3,52.71
PRKAA1,37.75
NME3,69.24
SLC4A3,60.87
ABHD16A,50.35
TRIM37,39.71
OPA1,36.98
PSEN1,42.73
THAP8,48.98
RPL37,42.62
POLR2I,60.73
CARD6,42.05
SPMIP8,50.91
TBCB,55.29
MAP3K1,38.08
ZCCHC13,51.23
SOCS1,69.07
H2BW2,46.18
DNASE1,49.35
GDPD1,40.88
IL13RA1,40.57
SDC1,57.56
SETD9,38.6
LY6G6F,53.25
LY6G6D,52.03
RHOB,57.46
YPEL2,46.63
OLA1,36.47
LY6G6E,55.99
MPIG6B,53.53
CDKL3,40.16
CAPNS1,53.78
TNFSF13,57.4
PXMP2,52.41
PEBP4,48.51
SAXO4,57.34
PRR15,56.37
ATXN2L,52.72
ATP11C,39.51
TBX20,36.9
FBRSL1,62.75
CSPG4,59.29
MDC1,48.85
SNCA,36.33
GFRA2,52.15
GTF2I,43.08
OR10C1,50
UBE2B,41.52
SP9,59.32
LY6G6C,52.94
LIPC,45.39
CIR1,37.69
ZSCAN31,41.29
DDAH2,59.89
TSPAN19,34.17
HLA-DPA1,42.76
LRRC10B,67.71
GPRC5C,54.5
TUT1,48.7
SCRN3,37.9
CDKN2AIPNL,45.12
HSP90B1,39.87
TRIM31,47.13
SGCZ,35.46
UBLCP1,36
MTA2,52.42
CD300LD,45.64
CNOT7,36.74
RFNG,67.12
METTL24,40.62
IL12B,41.89
STOML1,52.84
ZNF468,43.76
MAP7,39.29
ATAT1,48.87
CLIC1,51
BCL2L2-PABPN1,46.77
CDC42BPB,48.99
SLC30A5,39.19
WDR62,51.49
DUS1L,64.45
EML3,57.84
GIGYF2,39.44
EGR3,56.37
IQSEC2,49.7
TRMT5,37.4
EBF2,42.02
SLC38A6,38.97
MMRN1,33.75
AP4E1,37.92
CCNB1,43.43
MSH5,48.55
ERICH1,51.17
MTHFD2L,36.15
TDG,40.64
VPS37A,36.9
EREG,36.63
TIMD4,42.63
FASN,66.65
NDUFA3,54.99
AREG,36.88
HLA-F,45.05
POU5F1,51.33
MSMO1,37
MED7,41.05
PAK3,39.22
LRRK2,35.24
GARIN3,48.77
EME2,64.46
CSNK1G3,34.46
IL20RA,41.2
STC1,43.8
CPE,38.22
TMEM30B,48.5
ATP8B4,38.4
FAM177A1,41.48
PRPF31,57.08
TRIM35,45.62
SPATA33,52.23
ALPK1,40.45
KCNG4,51.68
NGDN,42.99
USP31,41.46
OR2H2,49.87
MAK16,39.93
C6orf15,57.74
ROM1,63.42
GNL1,49.12
AGER,56.63
B3GAT3,53.96
C16orf96,50.92
GPR65,35.96
KCNK10,43.94
SLC6A15,34.54
PKD1L3,43.54
HMBOX1,37.72
ZNF185,51.79
MANEA,33.87
MSH5-SAPCD1,48.77
IL32,53.36
POTEM,38.57
NT5E,43.07
GANAB,50.02
LOXL1,55.02
USP46,41.36
ITK,41.46
KRT39,42.43
IGDCC4,51.79
LENG1,55.97
KRTAP3-3,48.16
KRTAP3-2,48.74
KRTAP3-1,39.7
TMC4,56.1
KRTAP1-5,48.86
KRTAP1-3,52.67
KRTAP1-1,51.98
KRTAP2-3,55.43
KRTAP2-4,57.2
NMBR,35.55
SLC25A29,57.04
KRTAP4-11,52.72
PGBD1,39.87
KRTAP4-12,54.95
KRTAP4-5,54.99
KRTAP4-4,54.64
PIK3R5,47.52
THOC3,43.01
LMAN1L,56.55
NRM,55.1
FUT10,43.06
TMEM192,41.86
SLC25A47,61.03
SAPCD1,53.77
VWA7,54.44
FAT1,41.53
UNC5D,38.57
WARS1,46.89
MNS1,35.19
SIMC1,42.19
MBOAT7,55.03
VARS1,53.81
BTN1A1,45.79
OR1A1,41.12
GALK2,38.36
CORO6,60.3
AK9,38.27
CLRN2,42.91
PTPRQ,34.84
LAP3,44.16
KIAA1191,46.88
TAFAZZIN,56.1
OTOGL,36.8
LSM2,48.12
H3C6,42.63
TAAR1,36.14
POLN,43.94
MSR1,35.52
C6orf52,41.8
TSEN34,55.95
GTF2IRD2,46.6
PSMB9,42.78
TIAM2,43.49
NEU1,52.86
KRT40,41.7
OR4D1,42.97
ATG9B,58.12
TRIM16,45.66
OAS1,43.14
B3GALT4,64.23
MXD4,62.79
OR2H1,41.33
RPS9,51.78
PPP1R10,46.34
SLC44A4,53.63
HLA-DQA1,41.46
GBX1,47.25
FOXL3,57.21
ZFYVE28,52.52
SEM1,37.66
ARL10,50.73
NOP16,49.26
CLRN3,47.43
PRR3,44.95
PTPRE,47.88
DPYSL2,44.97
CSNK2B,52.82
DPY19L1,37.5
MUC21,49.9
HIGD2A,57.47
UBD,43.5
CHRNA3,47.02
CLTB,53.08
EHMT2,53.79
SERPINA2,49.1
LILRB5,57.48
YY1,45.56
INTS5,54.61
GPANK1,53.99
C11orf98,50.96
GRID2,34.82
WNT2,42.13
ZNF286A,39.97
FAF2,42.96
HOMEZ,45.36
CSKMT,52.54
SMARCA2,40.37
PELI2,39.92
UQCC3,52.84
ASZ1,35.27
GPR156,41.05
MKI67,43.55
UBXN1,52.86
SLC10A1,43.06
DNAAF4,42.67
LILRB2,57.7
UNC5A,58.15
OAS3,46.81
CGGBP1,35.99
ATOH1,52.35
SLC25A37,48.38
SMARCAD1,36.02
SMOC1,45.43
ZNF654,35.52
HK3,54.27
DIP2C,48.43
ABHD16A,50.36
PRRT1,58.6
MBOAT4,45.23
RMDN3,49.18
CTTNBP2,38.77
DOCK5,42.37
TP63,37.13
PPP1R11,49.16
SLC8A3,43.6
CC2D2B,38.1
UIMC1,42.38
GPR6,58.9
UFL1,33.38
NFKBIL1,48.09
CHRNA5,40.43
ZNF286A-TBC1D26,45.83
FHL5,35.38
MID1,39.28
SERAC1,39.81
UBTD1,49.49
OAS2,43.81
ANKRD2,52.36
IGDCC3,51.84
KCNJ13,35.62
SLC39A7,52.92
TBC1D26,56.54
LRRN4CL,53.66
CHPF2,56.53
HNRNPUL2-BSCL2,48.92
HOGA1,48.67
LEPROTL1,42.61
GNG3,55.31
NGEF,48.38
ZNF346,46.38
HNRNPUL2,46.25
C10orf62,56.01
CRABP1,48.55
MORN4,46.51
ORAI2,54.68
ZBTB22,59.43
MOG,45.73
HPGDS,38.55
C12orf43,49.65
SLFN14,41.26
CHRM1,53.85
PI4K2A,44.74
UACA,37.35
SPDYE10,48.54
ADRA1A,41.26
PHOX2B,52.56
RNF135,46.14
STEAP1,37.87
IFTAP,37.62
AVPI1,48.89
PPP1R10,46.34
DCAF4L1,41.36
STEAP2,37.44
MARVELD1,57.63
NEU2,56.83
TMED9,52.72
SLC30A9,36.97
ZFYVE27,48.53
C2,49.84
CHRNA1,44.45
ZFP36L1,53.26
DUSP26,53.04
EVL,45.48
ABCA9,37.68
NKX3-1,49.36
GTF2H5,40.89
B4GALT7,57.85
ARHGEF18,51.25
KCNQ5,37.35
LOXL2,48.43
CYP2A7,53.54
PROP1,54.37
ANO6,39.39
ZNF777,47.28
N4BP3,60.58
BEND4,42.27
ZNF746,47.02
ARL5A,37.35
ZNF311,41.01
RMND5B,49.48
SHISA3,51.74
PIH1D2,40.01
ZDHHC2,38
ABCA6,36.3
MARCHF2,51.12
GARIN1B,44.31
GRXCR1,37.45
TAP1,50.43
SFRP5,57.92
CCSER1,35.15
TP53AIP1,54.18
GOLGA7B,49.35
DHX57,41.54
CRTAC1,48.15
ZNF573,41.38
WDR74,51.65
SCAMP2,51.05
ABCA10,36.13
PDK4,36.08
TRIM39-RPP21,44.68
PCMTD1,36.74
H2AC14,58.61
LSM14A,39.86
H2BC14,54.91
H4C11,61.7
EGF,39.12
LY86,44.39
DYNC1I1,38.59
H3C10,48.96
HLA-DOA,52.42
HLA-C,59.28
ZBTB12,64.29
TCEANC,41.45
TNXB,54.38
GMCL2,38.72
OR4K3,45.09
BNIP3L,43.6
CSNK2B,52.9
OR4K5,41.26
AGER,56.63
SGPP1,39.68
HNRNPAB,53.61
IL25,49.04
ALG13,37.51
BOLA3,50.4
CATSPERB,38.73
R3HCC1L,37.83
MOB1A,41.02
DEUP1,37.36
MKNK2,64.23
SNUPN,47.36
MTHFD2,43.85
HPSE2,38.42
FBLN5,47.21
KIF13B,41.92
PHYKPL,51.42
ATF6B,51.45
MRGPRX3,42.14
MASP1,45.03
OR5AN1,39.36
ABCC2,45.05
TNK1,57.99
OR51L1,37.7
OR8J1,34.73
OR8D4,37.14
TCTN2,45.71
RTBDN,55.27
OR4S2,36.82
OR4C6,40.63
OR8H2,32.3
ENPEP,38.57
OR4D9,42.42
HLA-G,56.38
PSMC3,54.93
WDR72,36.62
HLA-DMA,44.79
KIF25,47.15
SLFN13,41.71
USP37,39.61
ARHGAP18,38.51
FKBPL,54.51
DNMBP,43.71
TAP2,43.88
PRRT1,58.6
ARPC3,45.85
DCTN6,41.55
HPN,52.41
NIN,41.16
TF,43.58
PPT2,52.94
NHP2,52.05
SLFN11,39.26
SCAPER,37.7
PDE10A,40.96
HAVCR2,42.33
CPN1,43.89
PPP2R2A,37.6
GPN3,45.03
ERLIN1,38.15
PRR19,54.16
TRIM75,45.24
PIK3R1,39.2
GAK,56.5
SMIM47,51.51
ZNF559,40.31
SLCO2A1,47.76
KRT38,51.41
SPDYE6,49.55
HLA-DPA1,42.77
CHUK,38.38
KRT32,51.32
KRT36,53.52
LAMTOR4,53.23
HLA-DQA1,40.06
KRT13,54.1
FAM216A,43.73
GPANK1,53.92
OR10C1,50.06
MDFIC,36.78
TKTL1,48.27
LTA,57.77
MDFIC2,37.42
CPB1,37.66
CWF19L1,42.57
CTAGE8,41.64
ZNF692,54.21
KCP,54.9
OR52N5,34.72
VPS29,40.66
OR56A4,40.58
HLA-DQB1,45.39
KRT15,55.45
OR52A5,35.36
OR8D1,37.04
SNRPD2,52.25
NCR3,51.85
OR5B3,36.91
MAP6,44.54
SNHG32,48.87
BLOC1S2,47.31
OR10H2,57.14
GFY,56.69
OR52A1,36.26
DAND5,52.33
RAD9B,42.43
OR5A2,39.78
KRT19,57.44
OR10H3,37.12
OR7E24,42.58
HYKK,43.18
OR10G7,37.47
OR1I1,47.83
OR52N1,37.04
PLCD4,47.34
OR5B2,36.77
SPDYE8,48.52
OR5M3,32.95
OR8B8,43.2
STRA8,48.47
ARHGAP45,61.63
CASP4,37.67
KRT9,50.11
NHSL2,45.33
DNAJC17,50.2
GRIFIN,67.19
ENTPD4,44.43
C6orf47,56.99
POLR2J,54.98
PKD2L1,44.95
DDX39B,47.31
KRT14,55.23
PLXNA4,46.94
IL1RAPL1,36.16
AGTR1,37.38
EGFL8,55.93
KRT16,59.38
LAMA2,36.02
PCDH19,40.09
TMEM175,51.83
DNASE1L3,46.13
EIF1,49.15
VARS2,54.91
SCD,46.86
CTAGE4,41.68
CASP5,37.19
CDC14C,43.91
MAFK,63.41
FGGY,40.3
TSPAN6,40.4
KRT35,53.67
ZNF503,61.14
TMEM184A,62.84
USP3,38.44
CCDC92B,52.85
RPL38,48.98
LRMDA,41.11
AGPAT1,50.6
PPTC7,42.74
ABHD6,45.09
BCS1L,54.42
HVCN1,47.77
ADO,48.48
ARL3,44.56
SPIDR,40.76
SFXN2,48.44
TTYH2,54.45
PSMG3,57.73
RPP14,44.13
BEX1,56.28
ELFN1,55.65
NXF3,44.26
LRRC17,39.08
CENATAC,45.88
PPP1CC,41.52
OR10H1,47.89
FAM185A,37.7
OR7A10,42.43
TFPT,54.86
TNKS2,37.54
ZNF267,38.78
PXK,43.61
C6orf47,56.97
SKIC2,54.21
NYAP1,59.21
DNAI2,50.43
CIMAP1D,58.58
AGFG2,49.83
IL1RAPL2,37.45
DGKQ,60.54
RPS25,47.62
NECTIN2,52.84
TCTN1,45.94
IGHV3OR16-9,54.42
TEX13A,58.78
RNF5,51.48
NRK,35.79
PRSS33,63.36
FGFBP3,52.36
MYO6,37.66
FHIP2A,39.9
RNF25,49.28
CPLX2,50.92
KIF19,57.06
TOMM40,56.25
SAP25,68.08
PLA2G2F,56.01
TRAPPC4,48.86
OLFM3,35.11
AGER,56.6
FBXO24,53.99
SERPINA7,41.36
CHD9,38.93
GYG2,43.64
TRIM40,42.67
PPT2,50.56
HSD17B8,56.61
STK36,46.04
SORCS1,40.12
PWWP2A,42.32
SLC26A1,58.39
PRXL2B,64.59
BTBD17,58.43
IDUA,65.37
PTCD2,40.38
LGALS3BP,58.94
APOE,61.06
FAM237B,37.11
FGFR2,45.41
C2CD2L,52.4
ARPC1A,45.22
HLA-DRA,43.05
APOC1,53.46
LY6G6D,48.02
DPM3,60.71
RXFP4,60.14
APOC4,54.23
NPPB,54.59
C6orf136,52.54
ARPC1B,55.99
APOC4-APOC2,54.07
FGFRL1,66.73
ABHD17C,42.95
APOC2,53.36
PLOD1,53.54
UBE2NL,40.59
CLPTM1,52.83
PIM2,53.5
EGFL8,55.93
IER3,58.55
CEMIP,47.03
SH2D4A,42.64
LRRC9,36.43
CANT1,57.12
TTLL4,44.96
GLA,42.8
HLA-DQB2,47.42
FAM193A,45.62
HLA-E,55.48
HINFP,47.99
LTA,57.85
C1QTNF1,54.12
DEGS2,60.22
EIF5,44.94
PNMA2,48.67
TRIM31,47.13
RGL2,57.15
PDAP1,53.84
ABCG4,54.46
TCEAL6,58.24
ENGASE,58.56
BUD31,48.46
UXT,45.02
LYN,43.2
ZNF366,42.35
CYP27A1,43.71
MIIP,55.62
GPX3,52.71
RBFOX3,54.86
CCDC120,55.5
SPDYE21,49.01
CCDC69,45.8
FLOT1,53.48
TSC22D4,58
CHST5,55.59
NFU1,41.57
ZNF563,42.6
SEZ6L2,52.94
ZNF442,44.79
TNFRSF8,50.54
TRIM73,53.81
NHERF4,57.77
GM2A,47.41
TROAP,53.1
HOMER2,45.38
ZNF799,41.86
GRID2IP,54.45
CARMIL3,57.82
SLC36A3,42.7
SNTG1,35.87
ZNF443,41.47
ENPP7,57.71
ZNF709,44.47
CBX2,58.06
PBX2,54.99
SYCE2,50.07
SLC36A2,43.16
IGHD3-10,35.48
MYH10,42.11
IGHD3-9,25.81
HLA-DOA,52.47
DACT1,45.52
ZNF142,49.33
PRKCG,52.9
PDE8A,41.8
ZDHHC4,47.01
CRLF2,46.83
GPSM3,52.73
HSPA1A,59.77
TMEM198,56.18
HLA-A,55.11
STK19,52.78
RBBP4,42.94
DIO3,68.01
CA5B,41.7
VRK1,40.26
PDLIM7,60.73
MCAM,59.59
POTEJ,37.55
NOTCH4,51.76
XAGE5,40.47
MDC1,48.72
TBC1D8,44.3
SAGE1,41.47
CD99L2,43.02
HNRNPK,39.13
TEDC1,66
ATP5MC3,39.78
CDSN,52.37
LY6G6D,52.03
CACNG7,51.18
INTS15,53.1
AGER,56.66
C1QL4,59.48
LY6G6E,55.92
TSBP1,38.37
DNAJC22,46.84
OR10C1,50.06
PTMA,61.69
PRRC2A,53.45
CACNG8,53.22
SLC39A7,52.92
PLBD2,51.12
ZNF735,36.92
BTNL2,42.06
SLC22A31,65.05
IL6,45.63
PDHB,43.56
CACNG6,50.11
HLA-DRA,42.99
NPIPB8,45.76
GRK2,60.92
VSTM1,46.34
GABRA3,37.36
SDS,50.05
MYL11,54.7
HLA-DRB4,42.15
TNIP2,53.99
UFSP1,66.73
OR9A1P,44.76
SDSL,50.84
COA1,40.39
AR,39.68
HLA-DQA1,39.77
SARAF,40.2
ADD1,44.84
CMTR2,39.62
MINAR1,43.72
RPP21,44.81
LHX5,60.88
ZNF23,44.44
SP140L,38.73
PEX5L,38.14
MRPS11,45.95
SLC8B1,49.93
ARRDC2,58.01
SYNC,47.85
UPP1,48.3
HLA-DQB1,45.73
CYP7B1,37.55
RAD1,40.31
CFB,52.68
NHSL3,54.42
LARP6,44.62
OR4E1,39.49
ANKRD13D,52.18
ADSS1,60.77
CA8,39.03
C16orf54,56.6
KDM6A,38.54
ZG16,50
PRRT1,58.6
RORA,41.64
BRIX1,37.61
RNF122,49.07
PRRT2,61.52
S100PBP,41.44
FZR1,60.67
C2orf15,42.31
ZMAT4,40.92
PRRC2A,53.44
GPR155,39.18
HLA-DQA2,43.26
HLA-DQB2,47.35
CENPH,42.62
PAGR1,53.8
HPCA,57.12
HLA-DOB,45.15
RAB5B,46.01
MDGA2,35.17
CRISPLD1,35.22
MVP,52.54
SSH3,61.2
STAG2,39.19
TMEM54,57.33
BMPER,40.62
KGD4,42.5
DXO,58.72
TAP2,43.86
GCNT4,41.8
ANKRD31,37.35
OR11H2,43.04
UFC1,46.11
CCNB1IP1,39.52
SUOX,52.21
KIF22,50.19
POC5,37.26
SASH1,43.29
PPOX,53.19
DDR1,56.65
C1D,38.27
DPP8,40.97
PXT1,42.8
R3HCC1,47.98
RAD9A,52.03
VPS52,49.18
RCAN2,39.65
PSMB8,50.54
PPP1R18,56.1
RREB1,45.65
IKZF4,48.11
HMG20B,65.34
COL1A2,37.38
ADRA2C,69.62
LY6G5C,52.94
SMIM43,42.58
OMG,38.2
EVI2B,37.11
NEFM,48.49
TNF,52.82
CDK2AP2,62.33
PSMB9,42.81
EVI2A,32.83
RPS26,47.33
LY6G6E,55.92
RAB11FIP4,51.37
PEX2,38.37
LY6G6C,52.94
SV2C,41.39
NFKB1,37.86
GIPC3,57.86
AJUBA,52.84
CABP2,59.65
DDAH2,59.92
B4GALT3,52.28
PA2G4,46.13
CCDC124,55.84
TAP1,50.44
PXDNL,38.69
MAPK8IP3,56.84
GSTP1,62.26
TEKTIP1,56.19
GNPNAT1,37.87
FKBP8,56.64
NDUFB5,39.72
ZFHX4,36.38
IQGAP2,40.46
FN1,39.39
TBC1D3L,60.17
FERMT2,39.3
ADAMTS4,51.47
NDUFV1,56.2
HLA-DMB,45.03
FCER1G,49.29
RPL41,46.23
MFSD11,44.16
CASD1,34.66
CCN6,39.19
ESYT1,50.49
C2,50.37
TOMM40L,52.75
HLA-DMA,44.81
CLVS1,39.85
DCK,38.98
HLA-DMB,45.03
EID1,39.56
ARMC1,42.61
TMEM248,44.8
BRD2,52.72
ADAMTSL3,39.81
PRL,36.95
MCCD1,57.45
PBX2,54.95
JAZF1,41.44
GC,36.46
USP13,42.29
POU5F1,52.24
TAP2,43.89
KXD1,53.42
SBDS,43.01
HLA-DOA,52.53
ZC3H10,48.59
DDHD1,38.27
MYL6,51.25
HLA-DPA1,42.72
MGAT5B,54.15
CRISPLD2,50.35
NUDT8,65.15
SPDYE2,49.09
XKR9,37.87
ACY3,57.66
SPDYE12,48.37
HDC,46.39
SNX10,42.67
HLA-DPB1,48.05
NR1I3,48.75
C4A,52.31
CXXC4,35.32
LY6G6F-LY6G6D,52.02
SLC22A6,46.08
ANKRD37,45.33
MCCD1,57.45
NOTCH4,51.76
PAG1,40.56
ZDHHC7,48.57
UBA52,53.24
CHCT1,45.51
UFSP2,38.42
APPBP2,39.71
AEN,51.37
GMFB,36.62
SULF1,40.34
KIAA0513,51.62
COL11A2,56.58
STARD3NL,38.39
ADAM10,37.34
MDC1,48.84
PIGL,44.78
CFAP96,37.11
SLC22A8,50.4
MAPK1IP1L,40.14
MME,37.52
S100Z,43.71
DDX24,43.33
CDR2,43.33
CRHBP,42.28
CCDC110,40.42
OR2H1,41.35
SH3GL3,40.8
ERI2,40.84
TRGC2,39.31
CENPV,48.01
SMARCC2,48.97
TRGJ2,36
TRGJP2,43.33
TRGJ1,36
TRGJP,42.62
TRGJP1,41.67
TRGV9,48.35
TRGV8,46.37
LST1,55.53
CRLF1,55.32
TRGV5,49.25
TRGV4,51.56
AGGF1,39.02
TRGV3,49.46
TRGV2,48.4
TRGV1,47.95
TRGC1,38.69
TMEM121,71.49
WNK3,40.03
UBB,51.44
SLC22A9,37.6
ITPRID1,38.19
MAX,44.69
MRPL46,40.93
REX1BD,60.22
TRPV2,53.24
TRIM5,37.59
ZBED3,43.65
TUBB,53.07
PCDH7,35.57
IGF1R,44.56
TMEM59L,58.34
PDE8B,41.55
DCUN1D3,43.1
TLR3,39.22
LYRM1,44.36
XRCC2,42.61
PGM2,39.89
NELFE,49.59
ECHDC3,47.51
DDC,44.41
KRTAP2-1,62.63
KRTAP4-8,52.32
KRTAP1-4,51.83
KLHL10,49.28
TSR2,49
PROSER2,46.43
KLHL11,44.72
PRMT7,49.11
FGD1,50.05
ZNF69,43.23
UPF2,40.23
ACLY,49.89
ZNF700,44.6
RXRB,53.96
CFB,52.84
ZNF763,43.58
MYH6,53.35
PTTG2,42.68
TEC,40.43
TENM1,36.99
MINDY2,39.89
ZNF20,43.97
ARFIP2,52.8
RAD51B,40.99
DHTKD1,46.22
ZNF625-ZNF20,45.83
SLC39A7,52.92
HTD2,44.8
ZNF625,45.14
DDR1,56.66
HLA-F,45.03
STIM2,36.6
KLC3,55.18
NR2F2,48.74
CRYGS,37.09
FAM78A,54.91
ABCC11,45.6
SEC61A2,43.14
TBCCD1,40.73
ABL1,44.57
HSD17B8,56.62
OTC,39.7
CEP152,36.6
TIMM10B,47.31
RING1,53.03
TSPAN7,39.54
RNF41,47.86
TRIM26,46.88
TUNAR,47.14
AHSG,47.73
RNASE9,37.58
TNFSF8,42.47
PPP1R13L,53.45
VPS52,45.64
TNC,41.84
FETUB,41.34
TPP1,50.28
MECP2,46.41
ODAD4,50.31
RPS18,46.91
IFI27,48.68
IKZF1,43.45
NUDT5,44.18
CNP,54.55
C8orf34,36.7
NABP2,51.22
MTSS2,56.23
POLR1G,53.47
DNAJC7,45.79
RBM41,36.58
EXOC5,35.94
OR2J2,42.06
VARS1,56.19
HRG,43.63
ERCC2,56.56
ZSCAN32,45.48
ZFP57,48.31
FAM81A,42.37
SLC39A5,54.83
WDR41,37.31
CDC123,42.91
ENOX2,38.85
MSH5,48.4
CA3,38.15
IL5RA,41.97
TBC1D1,42.84
HNF4G,35.5
FOXG1,52.18
MYH7,53.05
ANKRD52,53.51
APOBR,62.52
BPNT2,38.23
TBX6,57.42
ZNF592,45.93
RPS18,46.88
RSU1,41.14
TRBV14,44.31
TRBV15,50
TRBV16,45.59
TRBV17,50.89
TRBV18,47.86
TRBV19,50.88
TRBV20-1,55.53
COQ10A,50.85
TRBV23-1,44.58
TRBV24-1,46.39
TRBV25-1,46.93
TRBV27,51.36
TRBV28,47.5
SNX20,51.29
TRBV29-1,48.33
CARD11,49.27
PAGE4,38.66
STAU2,38.25
TYW1B,41.66
OR12D3,37.44
ATP6V0D1,53.77
SFTA2,56.74
USP27X,51.22
CXCL12,52.37
CS,46.15
LEO1,43.11
OR12D2,45.65
B3GALT4,64.29
TAF1,43.39
WDR46,51.91
GTF2H4,51.16
SLC26A4,39.85
C10orf53,43.9
RUFY2,40.87
TMOD3,41.02
CKMT1B,49.85
PJA1,52.11
CBLL1,37.16
PFDN6,54.14
OR2W1,41.15
PSMB8,50.56
STRC,51.03
DDX3X,42.68
DNA2,42.26
HPR,44.9
AP4S1,41.95
SLC26A3,39.28
RGL2,57.12
OTP,47.31
CFAP263,43.46
MAS1L,49.78
TBCA,39.32
AGPAT1,50.59
NUP54,36.78
ZNF649,43.39
SMOC2,47.27
SMG1,39.93
ZNF613,41.55
OR10A4,49.95
DCUN1D4,40.07
SPINK5,35.54
FADS2,51.23
RHOA,46.57
ZNF350,42.14
RHAG,39.67
SLC25A16,43.38
SH2B2,56.99
ATL1,37.83
VARS2,54.92
TET1,42.16
OR1M1,46.79
POLD2,55.25
OR7G1,45.51
OR7G3,48.14
ZNF317,44.47
ANGEL1,45.16
CYSRT1,65.06
ACAD9,48.09
SAR1A,40.56
DNM1,54.26
AKT1,64.09
PFDN6,54.16
OR7D2,41.88
CKMT1A,50.24
OR7D4,42.29
PCP4L1,45.8
CHST3,51.37
CNPY3,50.28
CIC,61.52
CFAP126,42.3
KLHDC3,52.39
SPOCK2,55.97
DHX16,50.02
OR9G1,35.41
OR4D10,40.23
NCR3LG1,44.44
NKIRAS2,49.4
GJA5,46.17
GJA8,45.36
ZBTB16,47.53
GPR89B,39.85
ASCC1,41.33
TAPBP,50.03
ELL3,51.37
EZR,46.15
CNPY2,48.93
LRGUK,39.59
USH1C,51.78
HLA-DPB1,48.06
ESR1,39.66
DHX58,55.53
COL11A2,56.58
MFAP1,43.93
SLC35B4,40.4
IL23A,49.11
APOF,49.17
SLC24A1,44.73
LRRC66,38.6
SLCO1B1,35.19
ZNF786,46.13
SGCB,38.29
ZBTB22,59.43
DAXX,51.34
KAT2A,58.69
ZNF425,47.06
SMIM33,55.99
STING1,53.56
SPATA18,40.31
PDIA4,50.88
IAPP,35.47
GEM,44.2
PYROXD1,36.32
PLEKHF1,56.05
PLAGL1,40.32
TUBB,53.06
OR7A17,40.69
PTN,38.23
DMPK,59.05
NSUN7,39.47
MMP16,35.15
PIK3CG,39.23
HSPB9,62.66
PITX3,54.66
PPM1D,40.99
NANOS1,50.91
CEP170B,64.32
EIF3A,41.68
RECQL,37.57
HP,47.67
CFB,52.68
MPIG6B,53.52
DENND4A,37.31
CXXC5,58.2
UCHL1,44.57
MFN2,50.93
PSKH2,38.63
AIMP2,46.93
TEX2,43.57
SIN3B,52.98
GP9,63.33
PRDM14,47.16
RAB43,50.78
RNASE11,44.84
OTOG,48.82
MED20,46.57
GOLT1B,35.99
UBE2D2,44.35
FABP5,44.25
OR4Q3,36.01
RIN3,49.34
ANKRD61,46.3
NHSL1,40.97
CFTR,36.9
HSD17B8,56.61
DENND10,45.15
ISY1-RAB43,48.2
PDP1,42.9
BTNL2,42.01
SPX,38.71
HLA-DPB1,48.08
MRPS27,39.24
ISY1,45.18
C6orf141,42.73
TRPA1,36.35
C14orf28,36.67
OLFML1,42.2
YARS2,39.5
H2AC13,60
H2BC8,51.53
H2BC13,58.76
H2BC15,38.76
H2BC7,54.76
H2BC9,55.41
H3C8,58.27
H4C5,55.34
PBX2,54.95
TAAR5,52.52
H2BC5,42.23
KLHL28,37.29
RAB11A,40.1
MYCT1,35.55
CACNB3,57.6
USP49,41.52
NELFE,49.59
TOGARAM1,37.86
ZNF165,42.29
SFXN4,47.86
PPFIBP2,45.46
GPSM3,52.71
LY6G6D,47.86
KRT17,58.67
CUL7,54.7
GOLGA8O,49.06
GP1BA,55.95
TRAF4,59.56
CXCR6,45.53
F2RL3,61.17
COL11A2,56.58
HLA-DMA,44.82
CPAMD8,50.2
CDH17,40.61
NOVA1,33.12
PROS1,38.89
CIB2,51.26
ADGRF4,41.3
PRDX3,45.98
SAMD9,37.75
HEPACAM2,35.82
CSHL1,56.62
WDR1,53.29
ZSCAN16,40
ZKSCAN8P1,42.32
ZSCAN9,43.41
POLR1H,41.48
HAUS8,49.64
GRK5,50.47
RND1,52.07
IDH3A,44.46
ABCA8,36.81
ADCY6,54.42
SALL1,45.81
SKIC2,54.19
ZKSCAN4,42.44
PANK1,39.83
SAMD9L,39.59
SEPTIN1,52.75
NKAPL,45.01
H2AC12,59.08
MPHOSPH9,42.99
PRSS16,49.82
DTD2,38.5
GPR33,41.39
GPSM3,52.73
ZNF487,46.86
MTDH,40.61
SEMA3E,34.7
FSCB,45.39
CYP21A2,52.3
WDR20,45.46
TMCO2,43.03
MRFAP1L2,52.6
IL34,48.52
POP1,41.8
DMBT1,49.13
ZMPSTE24,40.81
PCGF3,56.17
ATP5F1D,62.95
